Player,Match,Result,Year,Serve_Power,Serve_Quick_Points,Serve_Rally_Control,First_Serve_Power,First_Serve_Dominance,Second_Serve_Aggression,Second_Serve_Effectiveness,First_Serve_Placement_Strategy,Second_Serve_Placement_Strategy,Serve_Type_Adaptability,Serve_Consistency,Power_Control_Balance,Clutch_Serving,Serve_Tactical_Intelligence,Serve_Match_Impact,Overall_Serve_Game
Jasmine Paolini,2024 US Open R32,W vsPutintseva,2024,0.217,0.29,0.547,0.279,0.379,0.57,0.261,0.447,0.144,0.324,0.79,0.522,0.25,0.298,0.356,0.347
Jasmine Paolini,2024 US Open R128,W vsAndreescu,2024,0.243,0.32,0.513,0.258,0.374,0.39,0.294,0.308,0.268,0.335,0.852,0.528,0.266,0.303,0.369,0.356
Jasmine Paolini,2024 Cincinnati R16,L vsAndreeva,2024,0.239,0.293,0.391,0.254,0.328,0.67,0.249,0.38,0.364,0.291,0.854,0.605,0.2,0.305,0.262,0.329
Jasmine Paolini,2024 Paris Olympics R16,L vsSchmiedlova,2024,0.175,0.278,0.479,0.227,0.325,0.44,0.258,0.425,0.681,0.293,0.875,0.476,0.688,0.476,0.264,0.341
Jasmine Paolini,2024 Paris Olympics R32,W vsLinette,2024,0.297,0.486,0.72,0.32,0.472,0.03,0.526,0.274,0.238,0.494,0.896,0.465,0.0,0.3,0.544,0.455
Jasmine Paolini,2024 Wimbledon F,L vsKrejcikova,2024,0.259,0.306,0.484,0.242,0.326,0.51,0.363,0.401,0.265,0.341,0.93,0.55,0.2,0.31,0.307,0.357
Jasmine Paolini,2024 Wimbledon SF,W vsVekic,2024,0.194,0.248,0.505,0.247,0.35,0.28,0.214,0.36,0.381,0.287,0.761,0.516,0.514,0.366,0.316,0.33
Jasmine Paolini,2024 Wimbledon QF,W vsNavarro,2024,0.157,0.235,0.595,0.2,0.333,0.47,0.24,0.3,0.567,0.289,0.831,0.397,0.666,0.422,0.318,0.331
Jasmine Paolini,2024 Wimbledon R16,W vsKeys,2024,0.275,0.343,0.403,0.274,0.347,0.21,0.301,0.391,0.378,0.325,0.911,0.615,0.416,0.367,0.357,0.365
Jasmine Paolini,2024 Wimbledon R32,W vsAndreescu,2024,0.268,0.393,0.575,0.324,0.46,0.4,0.279,0.144,0.078,0.376,0.697,0.536,0.0,0.195,0.413,0.376
Jasmine Paolini,2024 Wimbledon R64,W vsMinnen,2024,0.172,0.293,0.5,0.162,0.307,0.11,0.309,0.655,0.174,0.306,0.997,0.389,0.5,0.388,0.337,0.327
Jasmine Paolini,2024 Wimbledon R128,W vsSorribes Tormo,2024,0.108,0.284,0.538,0.157,0.345,1.19,0.159,0.528,0.448,0.259,0.69,0.305,0.425,0.384,0.285,0.298
Jasmine Paolini,2024 Eastbourne SF,L vsKasatkina,2024,0.124,0.247,0.512,0.109,0.3,0.18,0.236,0.584,0.74,0.269,0.88,0.29,0.7,0.513,0.242,0.312
Jasmine Paolini,2024 Roland Garros F,L vsSwiatek,2024,0.109,0.152,0.333,0.129,0.182,0.42,0.21,0.305,0.46,0.194,0.946,0.439,0.5,0.331,0.174,0.237
Jasmine Paolini,2024 Roland Garros SF,W vsAndreeva,2024,0.25,0.333,0.533,0.25,0.363,1.04,0.308,0.3,0.125,0.336,0.896,0.511,0.2,0.26,0.37,0.354
Jasmine Paolini,2024 Roland Garros QF,W vsRybakina,2024,0.097,0.129,0.554,0.121,0.231,0.76,0.234,0.499,0.329,0.231,0.993,0.301,0.5,0.358,0.254,0.263
Jasmine Paolini,2024 Roland Garros R16,W vsAvanesyan,2024,0.071,0.176,0.526,0.081,0.236,0.69,0.217,0.694,0.528,0.227,0.963,0.207,0.9,0.515,0.249,0.274
Jasmine Paolini,2024 Roland Garros R32,W vsAndreescu,2024,0.224,0.362,0.568,0.263,0.395,0.43,0.324,0.223,0.143,0.361,0.867,0.472,0.0,0.218,0.397,0.354
Jasmine Paolini,2024 Madrid R16,L vsAndreeva,2024,0.136,0.212,0.411,0.118,0.234,0.23,0.232,0.331,0.714,0.232,0.996,0.376,0.5,0.402,0.209,0.276
Jasmine Paolini,2024 Madrid R32,W vsGarcia,2024,0.452,0.643,0.636,0.531,0.658,0.17,0.328,0.637,0.25,0.505,0.517,0.639,0.5,0.48,0.556,0.544
Jasmine Paolini,2024 Stuttgart R16,W vsJabeur,2024,0.22,0.354,0.54,0.259,0.394,0.54,0.263,0.49,0.092,0.333,0.77,0.481,0.25,0.3,0.366,0.354
Jasmine Paolini,2024 Miami R32,L vsNavarro,2024,0.146,0.191,0.387,0.145,0.24,0.68,0.204,0.477,0.62,0.222,0.931,0.452,0.722,0.453,0.2,0.285
Jasmine Paolini,2024 Indian Wells R32,W vsKalinskaya,2024,0.244,0.378,0.552,0.22,0.368,0.47,0.41,0.472,0.611,0.386,0.92,0.453,0.75,0.521,0.424,0.408
Jasmine Paolini,2024 Dubai F,W vsKalinskaya,2024,0.174,0.348,0.507,0.095,0.284,0.62,0.393,0.363,0.132,0.332,0.805,0.298,0.334,0.298,0.365,0.321
Jasmine Paolini,2024 Dubai SF,W vsCirstea,2024,0.101,0.188,0.533,0.041,0.217,0.17,0.31,0.487,0.615,0.258,0.83,0.189,0.834,0.49,0.284,0.285
Jasmine Paolini,2024 Doha R64,L vsNavarro,2024,0.143,0.186,0.367,0.16,0.242,1.04,0.153,0.469,0.579,0.201,0.837,0.484,0.688,0.428,0.181,0.274
Jasmine Paolini,2024 Australian Open R16,L vsKalinskaya,2024,0.105,0.211,0.451,0.162,0.239,1.19,0.24,0.496,0.643,0.238,0.997,0.373,0.875,0.498,0.214,0.292
Jasmine Paolini,2024 Australian Open R32,W vsBlinkova,2024,0.23,0.361,0.543,0.26,0.393,0.14,0.203,0.416,0.361,0.305,0.684,0.486,0.166,0.311,0.335,0.353
Jasmine Paolini,2024 United Cup RR,W vsKerber,2024,0.139,0.25,0.5,0.114,0.274,1.04,0.29,0.331,0.417,0.28,0.969,0.317,0.1,0.281,0.308,0.284
Jasmine Paolini,2024 United Cup RR,L vsGarcia,2024,0.307,0.432,0.483,0.31,0.412,0.64,0.38,0.495,0.533,0.395,0.937,0.578,0.8,0.524,0.356,0.434
Jasmine Paolini,2023 BJK Cup F,L vsFernandez,2023,0.194,0.299,0.327,0.234,0.311,0.04,0.175,0.425,0.333,0.248,0.763,0.58,0.286,0.308,0.223,0.299
Jasmine Paolini,2023 Monastir F,L vsMertens,2023,0.063,0.146,0.356,0.075,0.17,1.19,0.162,0.26,0.583,0.166,0.985,0.258,0.562,0.347,0.149,0.207
Jasmine Paolini,2023 Beijing R16,L vsSabalenka,2023,0.212,0.288,0.44,0.208,0.314,0.82,0.229,0.205,0.378,0.274,0.843,0.509,0.0,0.226,0.246,0.305
Jasmine Paolini,2023 Palermo F,L vsZheng,2023,0.222,0.319,0.446,0.259,0.347,1.04,0.194,0.682,0.674,0.276,0.737,0.546,1.0,0.582,0.248,0.37
Jasmine Paolini,2023 Roland Garros R64,L vsDanilovic,2023,0.152,0.182,0.385,0.167,0.249,0.25,0.193,0.405,0.483,0.222,0.894,0.496,0.5,0.367,0.2,0.276
Jasmine Paolini,2023 Roland Garros R128,W vsCirstea,2023,0.12,0.185,0.564,0.141,0.288,0.33,0.202,0.339,0.413,0.248,0.844,0.327,0.521,0.354,0.272,0.284
Jasmine Paolini,2022 Cluj Napoca F,L vsBlinkova,2022,0.107,0.173,0.448,0.125,0.237,1.19,0.109,0.462,0.278,0.178,0.774,0.347,0.334,0.286,0.16,0.237
Jasmine Paolini,2022 US Open R128,L vsSwiatek,2022,0.137,0.137,0.293,0.2,0.213,0.64,0.145,0.314,0.593,0.181,0.874,0.634,0.6,0.374,0.163,0.257
Jasmine Paolini,2022 Granby R32,W vsSakatsume,2022,0.237,0.342,0.582,0.34,0.464,0.74,0.205,0.562,0.391,0.344,0.596,0.545,0.75,0.478,0.379,0.398
Jasmine Paolini,2022 Indian Wells R32,L vsGolubic,2022,0.157,0.222,0.5,0.224,0.319,0.62,0.206,0.308,0.302,0.266,0.797,0.473,0.45,0.319,0.24,0.301
Jasmine Paolini,2022 Indian Wells R64,W vsSabalenka,2022,0.277,0.301,0.481,0.321,0.379,1.11,0.308,0.285,0.652,0.345,0.868,0.633,0.625,0.451,0.379,0.39
Jasmine Paolini,2021 Linz QF,L vsHalep,2021,0.176,0.245,0.432,0.203,0.292,0.06,0.234,0.461,0.48,0.264,0.89,0.496,0.586,0.411,0.238,0.314
Jasmine Paolini,2021 Courmayeur R16,W vsStefanini,2021,0.224,0.433,0.51,0.218,0.356,0.03,0.489,0.566,0.611,0.415,0.767,0.429,0.916,0.585,0.456,0.421
Jasmine Paolini,2021 Indian Wells R128,W vsHontama,2021,0.167,0.218,0.563,0.196,0.333,0.49,0.177,0.425,0.211,0.261,0.732,0.425,0.416,0.315,0.287,0.305
Jasmine Paolini,2021 Portoroz F,W vsRiske Amritraj,2021,0.221,0.221,0.412,0.213,0.254,0.11,0.334,0.154,0.107,0.289,0.852,0.581,0.125,0.193,0.318,0.299
Jasmine Paolini,2021 Bol F,W vsRus,2021,0.15,0.233,0.587,0.216,0.346,0.61,0.242,0.55,0.444,0.297,0.813,0.41,0.75,0.468,0.327,0.338
Jasmine Paolini,2021 Saint-Malo F,L vsGolubic,2021,0.13,0.196,0.342,0.214,0.277,1.19,0.119,0.258,0.625,0.204,0.73,0.549,0.5,0.358,0.183,0.266
Jasmine Paolini,2021 Gippsland Trophy R16,L vsMuchova,2021,0.253,0.308,0.477,0.225,0.316,0.77,0.402,0.32,0.03,0.354,0.842,0.533,0.214,0.254,0.318,0.348
Jasmine Paolini,2021 Gippsland Trophy R64,W vsMarino,2021,0.26,0.288,0.529,0.278,0.337,0.87,0.4,0.345,0.556,0.364,0.882,0.567,0.7,0.466,0.4,0.392
Jasmine Paolini,2020 Linz R32,L vsSabalenka,2020,0.213,0.287,0.41,0.212,0.283,1.04,0.328,0.397,0.511,0.302,0.915,0.532,0.588,0.42,0.272,0.339
Jasmine Paolini,2020 Roland Garros R128,W vsBolsova,2020,0.094,0.172,0.552,0.087,0.238,1.04,0.25,0.49,0.583,0.243,0.977,0.239,0.834,0.478,0.267,0.284
Jasmine Paolini,2020 Rome R32,L vsHalep,2020,0.078,0.109,0.385,0.119,0.214,1.19,0.08,0.587,0.508,0.152,0.765,0.366,0.834,0.447,0.137,0.231
Jasmine Paolini,2020 Australian Open R128,L vsBlinkova,2020,0.171,0.224,0.403,0.175,0.248,0.7,0.266,0.36,0.278,0.255,0.966,0.489,0.464,0.322,0.23,0.289
Jasmine Paolini,2019 Guangzhou QF,L vsKenin,2019,0.235,0.265,0.375,0.282,0.345,0.62,0.215,0.325,0.536,0.285,0.771,0.655,0.542,0.394,0.256,0.339
Jasmine Paolini,2019 Palermo QF,L vsBertens,2019,0.167,0.218,0.547,0.15,0.273,0.37,0.326,0.516,0.194,0.296,0.9,0.383,0.5,0.36,0.266,0.315
Jasmine Paolini,2016 Valencia $25K SF,W vsBucsa,2016,0.167,0.271,0.494,0.18,0.332,0.0,0.22,0.33,0.157,0.28,0.799,0.415,0.083,0.226,0.308,0.294
Jasmine Paolini,2016 Hechingen $25K QF,L vsBurger,2016,0.134,0.183,0.443,0.167,0.26,0.61,0.189,0.387,0.389,0.227,0.868,0.435,0.5,0.346,0.204,0.273
Madison Keys,2025 Montreal QF,L vsTauson,2025,0.283,0.413,0.483,0.393,0.477,0.09,0.282,0.27,0.141,0.386,0.678,0.628,0.0,0.237,0.348,0.386
Madison Keys,2025 Roland Garros R16,W vsBaptiste,2025,0.373,0.433,0.525,0.4,0.479,0.06,0.36,0.576,0.9,0.423,0.788,0.659,1.0,0.665,0.465,0.49
Madison Keys,2025 Charleston R16,L vsKalinskaya,2025,0.203,0.373,0.404,0.15,0.26,1.04,0.444,0.367,0.131,0.343,0.693,0.416,0.0,0.237,0.308,0.32
Madison Keys,2025 Miami R32,L vsEala,2025,0.227,0.303,0.277,0.19,0.266,0.97,0.291,0.52,0.61,0.276,0.95,0.601,0.625,0.461,0.248,0.331
Madison Keys,2025 Indian Wells SF,L vsSabalenka,2025,0.175,0.275,0.29,0.2,0.248,0.04,0.266,0.735,0.411,0.255,0.963,0.566,0.75,0.481,0.229,0.312
Madison Keys,2025 Indian Wells QF,W vsBencic,2025,0.271,0.458,0.485,0.4,0.509,0.55,0.239,0.357,0.315,0.384,0.583,0.602,0.0,0.288,0.422,0.395
Madison Keys,2025 Indian Wells R64,W vsPotapova,2025,0.159,0.409,0.727,0.227,0.458,0.14,0.391,0.5,0.194,0.426,0.875,0.322,0.416,0.392,0.468,0.4
Madison Keys,2025 Australian Open F,W vsSabalenka,2025,0.31,0.437,0.45,0.362,0.454,1.04,0.277,0.381,0.638,0.372,0.701,0.63,0.7,0.492,0.409,0.425
Madison Keys,2025 Australian Open SF,W vsSwiatek,2025,0.245,0.377,0.421,0.288,0.393,0.42,0.237,0.423,0.567,0.321,0.731,0.573,0.708,0.468,0.353,0.376
Madison Keys,2025 Australian Open QF,W vsSvitolina,2025,0.23,0.448,0.603,0.327,0.497,0.2,0.306,0.416,0.233,0.408,0.682,0.478,0.0,0.293,0.449,0.397
Madison Keys,2025 Australian Open R16,W vsRybakina,2025,0.315,0.393,0.418,0.323,0.383,1.64,0.401,0.46,0.622,0.39,0.964,0.646,0.722,0.517,0.429,0.424
Madison Keys,2025 Australian Open R32,W vsCollins,2025,0.415,0.585,0.471,0.442,0.518,2.35,0.491,0.346,0.278,0.503,0.948,0.662,0.0,0.326,0.553,0.482
Madison Keys,2025 Australian Open R64,W vsRuse,2025,0.235,0.357,0.507,0.265,0.385,0.57,0.293,0.555,0.632,0.341,0.831,0.512,0.875,0.549,0.376,0.395
Madison Keys,2025 Australian Open R128,W vsLi,2025,0.419,0.532,0.457,0.5,0.544,0.37,0.303,0.449,0.676,0.432,0.617,0.722,0.75,0.548,0.476,0.495
Madison Keys,2025 Adelaide F,W vsPegula,2025,0.413,0.507,0.463,0.549,0.523,0.25,0.362,0.438,0.657,0.448,0.725,0.749,0.75,0.548,0.492,0.497
Madison Keys,2025 Auckland QF,L vsTauson,2025,0.264,0.385,0.439,0.333,0.415,0.65,0.249,0.428,0.42,0.338,0.716,0.609,0.416,0.388,0.304,0.38
Madison Keys,2025 Auckland R32,W vsBronzetti,2025,0.32,0.46,0.545,0.4,0.503,0.23,0.278,0.8,0.286,0.398,0.639,0.606,0.5,0.477,0.438,0.446
Madison Keys,2024 Beijing R16,L vsSabalenka,2024,0.237,0.356,0.41,0.256,0.342,0.97,0.379,0.552,0.417,0.357,0.93,0.556,0.25,0.387,0.321,0.365
Madison Keys,2024 Wimbledon R16,L vsPaolini,2024,0.274,0.376,0.341,0.329,0.371,0.0,0.245,0.413,0.553,0.312,0.778,0.674,0.625,0.443,0.281,0.374
Madison Keys,2024 Wimbledon R32,W vsKostyuk,2024,0.291,0.436,0.579,0.267,0.406,0.17,0.476,0.363,0.111,0.436,0.87,0.492,0.0,0.269,0.479,0.409
Madison Keys,2024 Strasbourg F,W vsCollins,2024,0.333,0.4,0.481,0.357,0.418,1.09,0.412,0.265,0.556,0.413,0.988,0.644,0.5,0.429,0.455,0.431
Madison Keys,2024 Strasbourg QF,W vsLinette,2024,0.174,0.413,0.658,0.189,0.402,1.04,0.316,0.31,0.0,0.361,0.843,0.321,0.0,0.206,0.397,0.349
Madison Keys,2024 Rome QF,L vsSwiatek,2024,0.171,0.244,0.484,0.174,0.308,0.73,0.265,0.595,0.722,0.287,0.919,0.431,1.0,0.578,0.258,0.345
Madison Keys,2024 Rome R16,W vsCirstea,2024,0.333,0.417,0.5,0.314,0.422,1.04,0.344,0.294,0.442,0.385,0.857,0.598,0.25,0.351,0.423,0.413
Madison Keys,2024 Madrid SF,L vsSwiatek,2024,0.2,0.333,0.343,0.25,0.333,0.33,0.223,0.563,0.619,0.282,0.803,0.569,0.834,0.516,0.253,0.346
Madison Keys,2024 Madrid QF,W vsJabeur,2024,0.256,0.366,0.5,0.283,0.377,0.21,0.358,0.353,0.682,0.366,0.962,0.543,0.666,0.487,0.403,0.4
Madison Keys,2024 Miami R16,L vsRybakina,2024,0.159,0.302,0.491,0.149,0.309,1.04,0.249,0.379,0.484,0.28,0.887,0.362,0.5,0.385,0.252,0.315
Madison Keys,2023 US Open SF,L vsSabalenka,2023,0.236,0.336,0.457,0.263,0.359,0.03,0.281,0.663,0.579,0.322,0.856,0.547,0.75,0.527,0.29,0.38
Madison Keys,2023 US Open QF,W vsVondrousova,2023,0.26,0.403,0.519,0.315,0.443,0.31,0.246,0.347,0.444,0.352,0.675,0.544,0.5,0.399,0.387,0.392
Madison Keys,2023 US Open R16,W vsPegula,2023,0.295,0.386,0.581,0.344,0.434,1.04,0.333,0.346,0.705,0.386,0.817,0.57,0.5,0.465,0.425,0.427
Madison Keys,2023 Wimbledon QF,L vsSabalenka,2023,0.294,0.412,0.326,0.327,0.379,0.23,0.281,0.595,0.551,0.333,0.822,0.675,0.5,0.462,0.299,0.389
Madison Keys,2023 Wimbledon R32,W vsKostyuk,2023,0.217,0.4,0.578,0.268,0.478,0.02,0.163,0.383,0.457,0.333,0.532,0.451,0.438,0.389,0.366,0.377
Madison Keys,2023 Eastbourne F,W vsKasatkina,2023,0.169,0.325,0.556,0.2,0.37,0.51,0.169,0.518,0.292,0.277,0.668,0.388,0.25,0.323,0.305,0.322
Madison Keys,2023 Roland Garros R64,L vsDay,2023,0.115,0.229,0.369,0.154,0.248,0.76,0.206,0.542,0.859,0.228,0.92,0.41,0.834,0.538,0.205,0.291
Madison Keys,2023 Roland Garros R128,W vsKanepi,2023,0.338,0.432,0.51,0.468,0.528,1.04,0.245,0.273,0.65,0.397,0.567,0.685,0.5,0.443,0.437,0.443
Madison Keys,2023 Dubai QF,L vsGauff,2023,0.228,0.333,0.463,0.244,0.338,0.97,0.343,0.661,0.85,0.339,0.989,0.522,1.0,0.638,0.305,0.398
Madison Keys,2023 Australian Open R32,L vsAzarenka,2023,0.178,0.288,0.436,0.213,0.291,0.14,0.324,0.31,0.408,0.305,0.937,0.482,0.417,0.349,0.274,0.321
Madison Keys,2023 Australian Open R64,W vsWang,2023,0.333,0.389,0.6,0.333,0.436,0.03,0.384,0.636,0.759,0.41,0.901,0.578,1.0,0.643,0.451,0.472
Madison Keys,2022 US Open R32,L vsGauff,2022,0.153,0.203,0.388,0.143,0.227,0.54,0.249,0.436,0.853,0.236,0.957,0.45,0.6,0.472,0.213,0.294
Madison Keys,2022 Cincinnati R16,W vsSwiatek,2022,0.232,0.375,0.524,0.194,0.332,0.43,0.423,0.494,0.896,0.372,0.834,0.433,0.75,0.577,0.409,0.404
Madison Keys,2022 Indian Wells QF,L vsSwiatek,2022,0.111,0.139,0.25,0.091,0.172,1.04,0.125,0.639,0.381,0.15,0.911,0.457,0.5,0.364,0.135,0.218
Madison Keys,2022 Australian Open SF,L vsBarty,2022,0.19,0.293,0.391,0.22,0.285,0.33,0.288,0.591,0.752,0.285,0.995,0.524,0.834,0.549,0.256,0.347
Madison Keys,2022 Australian Open QF,W vsKrejcikova,2022,0.431,0.508,0.389,0.574,0.558,0.55,0.206,0.463,0.741,0.395,0.494,0.799,0.75,0.549,0.435,0.482
Madison Keys,2022 Australian Open R128,W vsKenin,2022,0.5,0.568,0.472,0.64,0.64,0.54,0.303,0.29,0.421,0.484,0.51,0.792,0.25,0.386,0.533,0.514
Madison Keys,2022 Adelaide 2 F,W vsRiske Amritraj,2022,0.229,0.396,0.622,0.241,0.389,1.04,0.411,0.33,0.583,0.397,0.958,0.424,0.0,0.341,0.437,0.391
Madison Keys,2022 Adelaide 2 R32,W vsSvitolina,2022,0.478,0.543,0.609,0.606,0.64,0.11,0.297,0.331,0.143,0.481,0.503,0.728,0.0,0.287,0.529,0.505
Madison Keys,2021 Cincinnati R64,L vsKvitova,2021,0.431,0.534,0.419,0.605,0.565,0.04,0.294,0.595,0.075,0.439,0.583,0.787,0.334,0.377,0.395,0.474
Madison Keys,2021 Wimbledon R16,L vsGolubic,2021,0.253,0.361,0.414,0.255,0.371,0.47,0.29,0.486,0.37,0.333,0.85,0.564,0.2,0.344,0.299,0.358
Madison Keys,2021 Berlin R16,W vsSabalenka,2021,0.385,0.462,0.413,0.463,0.501,0.03,0.266,0.606,0.757,0.391,0.625,0.739,0.75,0.579,0.431,0.467
Madison Keys,2021 Rome R32,L vsSwiatek,2021,0.265,0.353,0.327,0.357,0.393,0.57,0.195,0.326,0.339,0.301,0.674,0.711,0.2,0.293,0.271,0.345
Madison Keys,2020 Australian Open R32,L vsSakkari,2020,0.333,0.413,0.366,0.512,0.518,1.19,0.119,0.585,0.279,0.335,0.45,0.785,0.334,0.373,0.301,0.402
Madison Keys,2020 Australian Open R64,W vsRus,2020,0.286,0.381,0.622,0.364,0.483,1.04,0.257,0.436,0.639,0.378,0.636,0.562,0.166,0.4,0.416,0.418
Madison Keys,2020 Brisbane F,L vsPliskova,2020,0.29,0.393,0.446,0.297,0.39,0.31,0.325,0.673,0.578,0.359,0.878,0.594,0.75,0.544,0.323,0.415
Madison Keys,2019 US Open R16,L vsSvitolina,2019,0.246,0.42,0.549,0.34,0.475,0.66,0.225,0.43,0.75,0.36,0.606,0.532,0.666,0.513,0.324,0.415
Madison Keys,2019 US Open R32,W vsKenin,2019,0.408,0.507,0.611,0.469,0.568,1.83,0.408,0.287,1.0,0.492,0.726,0.647,0.584,0.571,0.542,0.523
Madison Keys,2019 Cincinnati F,W vsKuznetsova,2019,0.386,0.518,0.458,0.519,0.553,0.21,0.307,0.637,0.872,0.439,0.612,0.72,0.834,0.644,0.483,0.502
Madison Keys,2019 Cincinnati SF,W vsKenin,2019,0.397,0.471,0.432,0.575,0.581,0.46,0.272,0.459,0.833,0.438,0.539,0.783,0.666,0.567,0.482,0.488
Madison Keys,2019 Cincinnati QF,W vsWilliams,2019,0.292,0.415,0.568,0.39,0.487,0.03,0.31,0.508,0.353,0.404,0.702,0.591,0.25,0.384,0.445,0.424
Madison Keys,2019 Cincinnati R16,W vsHalep,2019,0.243,0.306,0.444,0.297,0.357,0.06,0.264,0.581,0.838,0.313,0.829,0.605,0.834,0.576,0.345,0.386
Madison Keys,2019 Cincinnati R64,W vsMuguruza,2019,0.357,0.52,0.542,0.483,0.558,0.17,0.369,0.634,0.33,0.47,0.685,0.651,0.5,0.481,0.517,0.485
Madison Keys,2019 Washington R32,L vsBaptiste,2019,0.244,0.415,0.45,0.294,0.38,0.26,0.353,0.559,0.747,0.366,0.948,0.543,0.714,0.55,0.329,0.407
Madison Keys,2019 Wimbledon R128,W vsKumkhum,2019,0.352,0.444,0.531,0.613,0.628,1.19,0.21,0.575,0.433,0.435,0.434,0.749,0.25,0.426,0.479,0.464
Madison Keys,2019 Roland Garros QF,L vsBarty,2019,0.35,0.483,0.395,0.4,0.455,0.56,0.361,0.439,0.709,0.41,0.829,0.683,0.75,0.544,0.369,0.454
Madison Keys,2019 Charleston F,W vsWozniacki,2019,0.247,0.342,0.564,0.333,0.446,1.04,0.197,0.371,0.382,0.331,0.608,0.556,0.0,0.283,0.364,0.366
Madison Keys,2019 Charleston QF,W vsStephens,2019,0.277,0.351,0.391,0.379,0.439,0.09,0.186,0.468,0.632,0.322,0.603,0.697,0.834,0.515,0.354,0.394
Madison Keys,2019 Australian Open R16,L vsSvitolina,2019,0.203,0.406,0.48,0.227,0.376,0.43,0.303,0.59,0.463,0.341,0.864,0.442,0.375,0.422,0.307,0.366
Madison Keys,2019 Australian Open R64,W vsPotapova,2019,0.366,0.479,0.378,0.478,0.565,1.04,0.155,0.629,0.835,0.376,0.44,0.745,0.875,0.618,0.414,0.463
Madison Keys,2018 Zhuhai R16,L vsWang,2018,0.178,0.301,0.4,0.191,0.294,1.04,0.261,0.541,0.127,0.278,0.936,0.471,0.3,0.305,0.306,0.303
Madison Keys,2018 Zhuhai R16,W vsKasatkina,2018,0.364,0.382,0.343,0.341,0.376,1.04,0.3,0.41,0.571,0.34,0.86,0.738,0.2,0.372,0.374,0.396
Madison Keys,2018 US Open SF,L vsOsaka,2018,0.277,0.447,0.424,0.353,0.441,1.04,0.24,0.5,0.619,0.348,0.669,0.609,0.25,0.413,0.313,0.396
Madison Keys,2018 US Open QF,W vsSuarez Navarro,2018,0.386,0.443,0.475,0.5,0.547,0.47,0.239,0.518,0.445,0.404,0.54,0.737,0.25,0.404,0.445,0.45
Madison Keys,2018 US Open R16,W vsCibulkova,2018,0.375,0.625,0.6,0.458,0.604,1.04,0.425,0.194,0.144,0.52,0.699,0.584,0.0,0.276,0.572,0.489
Madison Keys,2018 US Open R64,W vsPera,2018,0.46,0.52,0.6,0.643,0.682,0.06,0.355,0.285,0.6,0.53,0.52,0.748,0.0,0.389,0.583,0.526
Madison Keys,2018 Cincinnati QF,L vsSabalenka,2018,0.327,0.473,0.379,0.531,0.608,1.04,0.138,0.398,0.815,0.392,0.39,0.755,0.5,0.499,0.352,0.441
Madison Keys,2018 Wimbledon R32,L vsRodina,2018,0.306,0.432,0.36,0.432,0.473,0.56,0.176,0.569,0.739,0.336,0.553,0.721,0.688,0.534,0.302,0.416
Madison Keys,2018 Roland Garros SF,L vsStephens,2018,0.191,0.265,0.509,0.271,0.353,1.19,0.194,0.63,0.642,0.28,0.728,0.524,0.9,0.546,0.252,0.359
Madison Keys,2018 Charleston SF,L vsBertens,2018,0.115,0.23,0.467,0.132,0.255,0.42,0.243,0.54,0.31,0.249,0.975,0.331,0.278,0.325,0.224,0.272
Madison Keys,2018 Brisbane R32,L vsKonta,2018,0.308,0.462,0.474,0.5,0.554,0.34,0.272,0.53,0.822,0.423,0.568,0.689,0.75,0.59,0.381,0.465
Madison Keys,2017 US Open F,L vsStephens,2017,0.164,0.182,0.378,0.195,0.254,0.36,0.154,0.592,0.524,0.207,0.819,0.55,0.734,0.453,0.186,0.291
Madison Keys,2017 US Open SF,W vsVandeweghe,2017,0.34,0.532,0.633,0.29,0.467,0.28,0.541,0.328,0.315,0.498,0.862,0.487,0.0,0.328,0.548,0.465
Madison Keys,2017 US Open QF,W vsKanepi,2017,0.472,0.528,0.5,0.564,0.573,1.04,0.315,0.449,0.25,0.453,0.597,0.757,0.25,0.371,0.499,0.493
Madison Keys,2017 US Open R16,W vsSvitolina,2017,0.227,0.34,0.446,0.298,0.398,0.74,0.235,0.56,0.611,0.322,0.722,0.573,0.786,0.52,0.354,0.379
Madison Keys,2017 Stanford F,W vsVandeweghe,2017,0.297,0.473,0.612,0.422,0.5,0.0,0.399,0.605,0.744,0.452,0.818,0.572,1.0,0.65,0.497,0.49
Madison Keys,2017 Miami R32,L vsArruabarrena,2017,0.268,0.366,0.438,0.439,0.483,0.8,0.193,0.511,0.353,0.349,0.56,0.695,0.25,0.363,0.314,0.385
Madison Keys,2017 Miami R64,W vsGolubic,2017,0.196,0.412,0.6,0.226,0.415,0.43,0.345,0.722,0.682,0.381,0.868,0.388,1.0,0.633,0.419,0.42
Madison Keys,2016 Singapore RR,L vsHalep,2016,0.125,0.232,0.457,0.152,0.281,0.19,0.227,0.584,0.637,0.255,0.896,0.372,0.8,0.506,0.23,0.305
Madison Keys,2016 Linz QF,W vsDodin,2016,0.339,0.482,0.583,0.389,0.477,0.43,0.44,0.607,0.278,0.458,0.93,0.586,0.5,0.46,0.504,0.47
Madison Keys,2016 Wuhan QF,L vsHalep,2016,0.151,0.208,0.439,0.207,0.276,0.23,0.243,0.294,0.733,0.26,0.937,0.491,0.5,0.409,0.234,0.303
Madison Keys,2016 US Open R16,L vsWozniacki,2016,0.181,0.278,0.474,0.233,0.367,0.21,0.192,0.742,0.582,0.286,0.705,0.49,0.666,0.513,0.315,0.346
