Player,Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
Qinwen Zheng,2024 US Open R64,W vsAndreeva,3.1,2.6,3.6,56.0%,63.6%,50.0%,42.9%,50.0%,9.8%,17.0,16.8,8.0,8.7
Qinwen Zheng,2024 US Open R128,W vsAnisimova,3.2,2.9,3.4,54.7%,58.5%,36.4%,28.6%,59.7%,20.0%,7.0,5.9,10.5,15.4
Qinwen Zheng,2024 Paris Olympics F,W vsVekic,3.9,4.1,3.7,54.9%,57.1%,58.3%,66.7%,72.9%,9.6%,9.5,7.3,-0.5,-1.1
Qinwen Zheng,2024 Paris Olympics SF,W vsSwiatek,4.0,3.7,4.3,56.3%,52.8%,61.5%,50.0%,52.0%,8.2%,5.0,5.2,1.5,1.7
Qinwen Zheng,2024 Paris Olympics QF,W vsKerber,4.9,4.6,5.1,44.3%,67.2%,65.6%,23.1%,55.8%,10.0%,16.5,6.4,8.5,4.4
Qinwen Zheng,2024 Paris Olympics R16,W vsNavarro,4.4,3.5,5.2,50.0%,51.1%,64.0%,65.5%,58.1%,5.5%,19.0,7.8,10.0,5.9
Qinwen Zheng,2024 Paris Olympics R32,W vsRus,5.1,5.2,5.0,44.9%,76.9%,56.3%,56.3%,46.7%,3.8%,11.5,10.3,3.0,2.5
Qinwen Zheng,2024 Paris Olympics R64,W vsErrani,5.0,4.8,5.4,72.4%,65.4%,90.0%,66.7%,51.0%,6.8%,19.5,26.0,12.0,17.6
Qinwen Zheng,2024 Palermo F,W vsMuchova,4.1,4.0,4.3,52.1%,54.8%,52.4%,54.5%,60.4%,5.5%,17.0,9.6,8.5,7.1
Qinwen Zheng,2024 Wimbledon R128,L vsSun,3.0,2.5,3.4,47.4%,35.7%,54.5%,62.5%,52.6%,12.0%,7.5,8.7,8.5,11.6
Qinwen Zheng,2024 Roland Garros R128,W vsCornet,4.4,3.5,5.0,59.3%,64.5%,45.5%,72.7%,53.2%,5.2%,23.0,21.9,-1.5,-1.7
Qinwen Zheng,2024 Rome R32,W vsNoskova,2.9,2.6,3.3,58.9%,53.1%,28.6%,50.0%,57.2%,11.3%,6.0,7.9,-0.5,-0.9
Qinwen Zheng,2024 Stuttgart R16,L vsKostyuk,3.8,3.8,3.7,52.0%,43.2%,37.9%,58.3%,58.0%,6.6%,0.0,0.0,5.0,4.1
Qinwen Zheng,2024 Stuttgart R32,W vsCirstea,3.7,4.1,3.3,47.5%,65.2%,73.3%,100.0%,49.4%,6.4%,10.0,13.3,13.0,17.8
Qinwen Zheng,2024 Indian Wells R64,L vsYuan,3.8,3.3,4.3,46.2%,43.8%,35.7%,45.5%,56.7%,2.1%,4.0,3.2,-8.5,-9.0
Qinwen Zheng,2024 Dubai QF,L vsSwiatek,3.6,3.3,3.8,43.5%,45.5%,40.0%,33.3%,60.0%,11.7%,7.0,9.1,3.5,6.6
Qinwen Zheng,2024 Australian Open F,L vsSabalenka,2.8,2.5,3.2,41.8%,55.6%,22.2%,50.0%,51.7%,8.8%,4.0,7.3,0.5,1.0
Qinwen Zheng,2024 Australian Open SF,W vsYastremska,2.8,2.3,3.4,59.1%,47.1%,50.0%,50.0%,62.4%,6.0%,12.0,16.0,7.0,14.9
Qinwen Zheng,2024 Australian Open QF,W vsKalinskaya,3.9,3.6,4.3,57.8%,59.1%,46.7%,50.0%,52.7%,2.9%,0.5,0.3,14.0,10.4
Qinwen Zheng,2024 Australian Open R16,W vsDodin,2.8,2.7,2.8,58.7%,75.0%,40.0%,66.7%,67.7%,3.3%,14.0,22.6,3.0,10.3
Qinwen Zheng,2024 Australian Open R32,W vsWang,4.2,3.8,4.5,44.2%,66.7%,56.0%,42.1%,57.8%,9.8%,21.0,11.2,8.0,6.2
Qinwen Zheng,2024 Australian Open R64,W vsBoulter,3.6,3.4,3.8,56.6%,53.6%,64.3%,42.9%,60.9%,8.8%,15.5,15.2,14.5,23.4
Qinwen Zheng,2024 Australian Open R128,W vsKrueger,2.9,3.0,2.8,49.6%,57.6%,66.7%,62.5%,60.1%,6.0%,10.0,8.4,8.0,10.3
Qinwen Zheng,2024 United Cup QF,L vsSwiatek,4.3,3.4,5.1,38.7%,39.3%,33.3%,46.2%,61.9%,3.9%,7.0,6.1,-11.0,-15.7
Qinwen Zheng,2024 United Cup RR,W vsDanilovic,3.9,4.2,3.7,58.2%,55.2%,50.0%,62.5%,51.6%,5.6%,10.5,11.7,12.5,15.1
Qinwen Zheng,2024 United Cup RR,W vsVondrousova,3.9,4.0,3.8,62.9%,47.5%,81.3%,14.3%,55.7%,10.8%,13.5,12.1,12.0,14.5
Qinwen Zheng,2023 Zhuhai F,L vsHaddad Maia,3.7,3.6,3.8,48.2%,42.9%,31.6%,72.7%,58.5%,3.6%,13.0,8.7,-2.5,-2.4
Qinwen Zheng,2023 Zhuhai SF,W vsZhu,4.3,3.9,4.7,50.0%,52.5%,64.0%,54.5%,50.4%,3.1%,13.0,7.0,2.5,1.3
Qinwen Zheng,2023 Zhengzhou F,W vsKrejcikova,3.8,2.9,4.5,48.0%,58.8%,45.5%,58.8%,54.4%,7.9%,5.0,3.8,2.0,1.9
Qinwen Zheng,2023 Beijing R64,L vsRybakina,2.9,2.9,2.9,30.5%,50.0%,42.9%,0.0%,55.4%,4.9%,0.0,0.0,-1.0,-2.6
Qinwen Zheng,2023 US Open QF,L vsSabalenka,3.0,3.4,2.6,38.7%,36.4%,33.3%,100.0%,56.2%,15.2%,0.0,0.0,-6.0,-15.8
Qinwen Zheng,2023 US Open R16,W vsJabeur,3.6,3.2,3.8,52.5%,61.5%,75.0%,80.0%,50.9%,11.1%,16.0,21.6,12.5,17.4
Qinwen Zheng,2023 Cincinnati R16,L vsSwiatek,3.2,2.8,3.7,37.4%,54.8%,69.2%,25.0%,56.1%,10.0%,-9.5,-8.8,-4.5,-5.7
Qinwen Zheng,2023 Palermo F,W vsPaolini,4.2,4.3,4.1,45.2%,60.0%,55.0%,66.7%,51.6%,3.0%,20.0,14.7,-1.0,-0.8
Qinwen Zheng,2023 Palermo SF,W vsSherif,4.6,4.1,5.1,57.1%,44.6%,57.9%,58.8%,48.1%,1.7%,29.5,18.6,13.0,7.4
Qinwen Zheng,2023 Palermo QF,W vsNavarro,3.1,2.3,3.7,53.8%,64.5%,50.0%,100.0%,51.0%,2.7%,13.0,17.8,6.0,8.5
Qinwen Zheng,2023 Palermo R16,W vsParry,3.9,3.7,4.2,54.7%,58.0%,30.4%,36.4%,56.9%,6.1%,24.5,14.7,4.5,3.7
Qinwen Zheng,2023 Palermo R32,W vsErrani,5.8,4.3,7.7,64.3%,72.2%,62.5%,83.3%,57.1%,1.2%,16.5,15.6,0.0,0.0
Qinwen Zheng,2023 Roland Garros R64,L vsPutintseva,5.1,5.1,5.0,42.4%,55.6%,41.7%,48.0%,49.7%,3.7%,18.0,10.0,-14.5,-8.1
Qinwen Zheng,2023 Roland Garros R128,W vsZidansek,3.7,3.8,3.6,59.7%,61.5%,44.4%,50.0%,48.5%,4.7%,12.0,15.6,4.5,5.6
Qinwen Zheng,2023 Rome QF,L vsKudermetova,3.5,4.0,3.0,44.8%,57.1%,50.0%,46.2%,59.5%,10.0%,13.0,9.4,8.0,9.3
Qinwen Zheng,2023 Stuttgart R16,L vsSwiatek,3.7,3.5,3.9,41.9%,28.0%,41.7%,80.0%,43.6%,7.5%,-1.0,-1.4,-7.0,-8.3
Qinwen Zheng,2023 Miami R16,L vsPotapova,3.7,3.3,4.1,50.6%,54.8%,50.0%,33.3%,62.6%,15.2%,1.0,0.8,0.5,0.7
Qinwen Zheng,2023 Miami R32,W vsSamsonova,2.6,2.7,2.6,53.4%,55.9%,33.3%,50.0%,61.5%,7.5%,9.0,7.8,2.5,3.4
Qinwen Zheng,2022 San Diego R16,L vsSwiatek,3.5,3.2,3.8,48.1%,42.5%,36.8%,50.0%,58.1%,7.5%,8.0,7.2,-6.5,-7.7
Qinwen Zheng,2022 Tokyo F,L vsSamsonova,3.1,3.1,3.0,51.0%,44.1%,62.5%,0.0%,55.0%,15.8%,12.0,13.3,3.0,4.7
Qinwen Zheng,2022 Tokyo QF,W vsLiu,3.9,3.5,4.3,50.5%,53.3%,66.7%,53.3%,56.1%,5.6%,4.0,3.1,14.0,14.0
Qinwen Zheng,2022 Tokyo R16,W vsBadosa,3.4,3.4,3.5,58.1%,50.0%,62.5%,71.4%,59.3%,5.1%,8.0,9.4,14.5,25.9
Qinwen Zheng,2022 Toronto R16,W vsAndreescu,4.4,3.6,5.1,52.0%,59.6%,47.1%,60.0%,61.1%,4.7%,1.0,0.4,4.0,2.9
Qinwen Zheng,2022 Wimbledon R32,L vsRybakina,2.8,2.6,3.0,46.5%,46.7%,40.0%,50.0%,53.5%,8.8%,0.5,0.6,3.0,4.1
Qinwen Zheng,2022 Eastbourne R64,L vsFrech,4.0,4.2,3.7,43.1%,31.0%,60.0%,40.0%,69.5%,11.3%,3.5,3.0,-5.5,-11.7
Qinwen Zheng,2022 Roland Garros R16,L vsSwiatek,4.6,4.5,4.7,46.9%,38.9%,31.8%,42.9%,53.0%,11.6%,-3.0,-1.6,-11.0,-7.2
Qinwen Zheng,2022 Roland Garros R64,W vsHalep,6.1,5.9,6.3,61.7%,40.6%,57.1%,51.5%,60.5%,7.4%,25.5,10.8,-5.0,-3.3
Qinwen Zheng,2022 Madrid R64,L vsMuchova,3.9,3.9,3.8,49.5%,45.7%,44.4%,69.2%,51.3%,9.9%,11.5,8.8,6.0,5.3
Qinwen Zheng,2022 Indian Wells R64,L vsKerber,4.4,4.8,4.0,45.5%,52.1%,50.0%,41.7%,48.6%,2.5%,-2.0,-1.1,6.5,3.4
Qinwen Zheng,2022 Australian Open R64,L vsSakkari,4.1,4.0,4.2,47.1%,33.3%,44.4%,35.7%,68.1%,7.7%,5.5,4.2,-6.0,-10.2
Qinwen Zheng,2022 Melbourne 1 SF,L vsHalep,4.1,4.5,3.5,40.3%,43.8%,50.0%,37.5%,53.6%,7.9%,9.5,9.7,2.0,2.5
Qinwen Zheng,2021 W60 Stare Splavy F,W vsKrunic,3.2,3.3,3.2,53.0%,50.0%,62.5%,50.0%,44.1%,6.7%,8.0,11.8,-1.0,-1.2
Elena Rybakina,2025 Montreal SF,L vsMboko,3.8,3.7,3.8,48.9%,50.0%,58.3%,69.2%,55.3%,2.6%,30.0,16.4,7.5,4.9
Elena Rybakina,2025 Montreal R32,W vsCristian,3.7,3.0,4.2,63.9%,60.0%,41.7%,50.0%,63.2%,2.9%,25.0,22.7,7.5,11.0
Elena Rybakina,2025 Montreal R64,W vsBaptiste,2.6,2.5,2.8,59.3%,50.0%,50.0%,66.7%,61.3%,4.7%,-0.5,-0.8,2.5,6.1
Elena Rybakina,2025 Washington R16,W vsMboko,3.2,2.7,3.6,56.3%,44.4%,57.1%,50.0%,44.7%,5.3%,0.5,0.7,7.0,7.9
Elena Rybakina,2025 Wimbledon R128,W vsAvanesyan,2.6,2.5,2.8,58.8%,68.8%,62.5%,-,52.0%,10.4%,13.5,27.6,0.0,0.0
Elena Rybakina,2025 Berlin QF,L vsSabalenka,2.8,2.8,2.7,50.3%,56.6%,55.6%,25.0%,46.2%,15.9%,15.0,15.3,10.0,9.4
Elena Rybakina,2025 Roland Garros R16,L vsSwiatek,3.6,3.3,3.8,47.3%,62.2%,35.3%,44.4%,49.3%,3.6%,7.0,5.6,16.5,13.0
Elena Rybakina,2025 Roland Garros R32,W vsOstapenko,2.5,2.5,2.6,58.8%,52.0%,75.0%,100.0%,38.3%,7.0%,6.0,14.3,9.5,14.8
Elena Rybakina,2025 Roland Garros R64,W vsJovic,3.8,3.2,4.5,58.6%,65.7%,36.8%,100.0%,54.1%,6.7%,5.0,4.8,2.5,3.0
Elena Rybakina,2025 Strasbourg F,W vsSamsonova,3.3,3.3,3.4,62.6%,39.5%,50.0%,40.0%,52.4%,4.6%,6.0,5.6,-0.5,-0.5
Elena Rybakina,2025 Strasbourg QF,W vsLinette,3.2,3.0,3.4,55.2%,56.3%,50.0%,66.7%,45.5%,4.4%,7.0,10.1,21.0,24.4
Elena Rybakina,2025 Rome R32,L vsAndreescu,3.9,3.5,4.2,33.3%,54.8%,55.6%,44.4%,58.5%,6.0%,-1.0,-0.9,-5.5,-7.1
Elena Rybakina,2025 Madrid R64,W vsAndreescu,3.2,2.8,3.6,56.8%,52.2%,62.5%,50.0%,50.3%,2.5%,-1.0,-1.3,6.0,7.7
Elena Rybakina,2025 BJK Cup RR,W vsLizarazo,3.8,3.1,4.6,69.8%,75.0%,75.0%,83.3%,68.6%,2.7%,27.0,33.8,4.0,11.1
Elena Rybakina,2025 Miami R64,L vsKrueger,2.9,2.6,3.1,51.3%,53.6%,46.2%,66.7%,62.9%,8.1%,13.5,13.6,3.0,5.3
Elena Rybakina,2025 Indian Wells R16,L vsAndreeva,4.2,4.2,4.2,42.0%,20.8%,57.1%,42.9%,53.9%,5.3%,-3.5,-4.2,0.5,0.7
Elena Rybakina,2025 Dubai SF,L vsAndreeva,3.6,3.4,3.9,52.1%,45.9%,52.0%,25.0%,52.6%,7.3%,7.0,4.9,8.0,6.3
Elena Rybakina,2025 Dubai QF,W vsKenin,3.2,2.8,3.6,60.4%,52.6%,37.5%,33.3%,46.7%,16.7%,3.0,3.8,14.5,18.8
Elena Rybakina,2025 Dubai R16,W vsBadosa,3.3,3.6,2.9,49.1%,55.9%,50.0%,44.4%,56.6%,10.6%,16.5,9.5,2.5,2.0
Elena Rybakina,2025 Doha QF,L vsSwiatek,3.8,3.6,4.1,51.3%,32.4%,22.2%,50.0%,44.0%,4.3%,7.5,8.5,-12.5,-11.8
Elena Rybakina,2025 Doha R16,W vsSramkova,3.6,3.1,4.0,63.9%,63.9%,28.6%,25.0%,60.2%,6.8%,20.0,19.4,11.5,16.7
Elena Rybakina,2025 Doha R32,W vsStearns,3.1,3.0,3.2,58.1%,50.0%,60.0%,100.0%,40.3%,4.3%,13.5,24.5,10.0,11.5
Elena Rybakina,2025 Abu Dhabi SF,L vsBencic,3.8,3.7,3.8,57.4%,36.1%,33.3%,30.0%,52.2%,5.0%,11.5,9.4,2.0,1.8
Elena Rybakina,2025 Australian Open R16,L vsKeys,2.9,2.7,3.0,52.0%,45.5%,42.9%,25.0%,61.9%,4.2%,9.0,8.0,0.0,0.0
Elena Rybakina,2025 Australian Open R64,W vsJovic,3.5,3.1,3.9,56.5%,68.6%,53.3%,100.0%,38.7%,3.9%,9.0,14.3,16.5,16.7
Elena Rybakina,2025 Australian Open R128,W vsJones,3.2,2.8,3.5,68.9%,68.4%,25.0%,50.0%,53.3%,1.8%,4.5,7.0,11.0,20.0
Elena Rybakina,2025 United Cup SF,L vsSwiatek,4.0,4.0,3.9,52.2%,39.5%,45.0%,44.4%,45.4%,0.7%,-3.5,-3.2,-1.0,-0.8
Elena Rybakina,2024 Riyadh Finals RR,L vsPaolini,3.6,3.4,3.7,48.4%,51.4%,42.1%,42.9%,50.0%,4.3%,-10.0,-8.8,4.0,3.6
Elena Rybakina,2024 Riyadh Finals RR,L vsZheng,3.1,3.6,2.6,52.7%,37.1%,53.8%,30.0%,57.0%,1.1%,-10.5,-8.7,0.0,0.0
Elena Rybakina,2024 Riyadh Finals RR,W vsSabalenka,2.9,3.1,2.7,53.2%,71.4%,50.0%,100.0%,52.5%,2.6%,9.5,12.3,8.0,10.8
Elena Rybakina,2024 US Open R128,W vsAiava,2.9,2.9,2.8,57.5%,48.9%,57.1%,-,53.3%,4.2%,16.0,20.5,0.5,0.7
Elena Rybakina,2024 Wimbledon SF,L vsKrejcikova,3.3,3.3,3.3,47.5%,47.7%,70.0%,20.0%,52.0%,5.9%,20.0,17.5,-7.5,-7.0
Elena Rybakina,2024 Wimbledon QF,W vsSvitolina,3.1,3.2,3.0,59.4%,63.0%,20.0%,100.0%,56.4%,7.8%,17.0,25.8,2.5,5.4
Elena Rybakina,2024 Wimbledon R16,W vsKalinskaya,3.6,3.3,3.8,65.2%,50.0%,80.0%,40.0%,56.1%,4.3%,5.0,8.9,5.5,12.5
Elena Rybakina,2024 Wimbledon R32,W vsWozniacki,3.4,3.0,4.0,66.0%,65.2%,63.6%,66.7%,50.4%,6.6%,18.5,30.8,5.0,9.3
Elena Rybakina,2024 Wimbledon R128,W vsRuse,2.9,2.5,3.2,57.9%,69.2%,0.0%,66.7%,39.2%,7.9%,14.0,32.6,11.0,15.7
Elena Rybakina,2024 Berlin R16,W vsKudermetova,2.8,2.7,2.9,53.1%,51.6%,77.8%,100.0%,44.4%,6.4%,-1.0,-1.5,-3.0,-3.4
Elena Rybakina,2024 Roland Garros QF,L vsPaolini,4.6,3.6,5.5,53.7%,36.4%,40.0%,50.0%,52.3%,4.0%,-19.5,-10.4,3.5,2.1
Elena Rybakina,2024 Roland Garros R16,W vsSvitolina,4.3,4.1,4.5,47.3%,64.0%,42.9%,84.6%,55.1%,8.0%,1.5,1.5,3.5,4.3
Elena Rybakina,2024 Roland Garros R32,W vsMertens,4.2,3.5,5.1,63.3%,60.0%,38.5%,57.1%,46.1%,7.8%,16.5,23.6,11.0,13.3
Elena Rybakina,2024 Madrid SF,L vsSabalenka,3.6,3.6,3.6,51.7%,50.0%,60.0%,25.0%,59.7%,4.6%,6.0,4.0,2.0,2.0
Elena Rybakina,2024 Madrid R16,W vsBejlek,3.7,4.2,3.1,63.8%,52.9%,41.7%,33.3%,59.9%,5.5%,12.0,11.8,-3.0,-4.3
Elena Rybakina,2024 Stuttgart F,W vsKostyuk,3.4,3.0,4.0,65.1%,54.5%,40.0%,60.0%,55.3%,1.6%,16.0,21.6,-0.5,-0.8
Elena Rybakina,2024 Stuttgart SF,W vsSwiatek,3.7,3.5,3.9,56.2%,51.7%,30.0%,30.0%,49.0%,6.6%,13.5,10.0,6.0,4.3
Elena Rybakina,2024 Miami F,L vsCollins,3.3,3.3,3.3,44.6%,54.1%,40.0%,100.0%,44.4%,5.3%,6.0,6.7,6.0,5.6
Elena Rybakina,2024 Miami SF,W vsAzarenka,3.7,3.5,3.9,50.9%,45.5%,42.1%,41.7%,56.6%,7.3%,3.0,1.9,0.0,0.0
Elena Rybakina,2024 Miami QF,W vsSakkari,3.5,2.9,4.1,53.6%,50.0%,43.5%,61.5%,44.1%,4.3%,12.0,8.8,-6.0,-3.4
Elena Rybakina,2024 Miami R16,W vsKeys,3.7,3.2,4.3,57.7%,54.8%,45.5%,66.7%,49.5%,6.3%,8.5,9.7,8.5,9.6
Elena Rybakina,2024 Miami R32,W vsTownsend,3.4,3.3,3.4,54.3%,50.0%,50.0%,30.0%,56.4%,6.1%,3.5,2.5,4.0,3.8
Elena Rybakina,2024 Miami R64,W vsTauson,3.1,3.0,3.2,51.7%,52.4%,47.4%,42.9%,49.8%,9.5%,11.5,9.7,7.5,6.7
Elena Rybakina,2024 Doha F,L vsSwiatek,4.6,4.3,4.8,47.0%,46.8%,41.2%,58.8%,64.0%,5.3%,11.5,6.1,3.0,2.8
Elena Rybakina,2024 Doha SF,W vsPavlyuchenkova,3.5,3.6,3.3,54.3%,60.0%,50.0%,57.1%,55.6%,12.5%,9.5,10.4,11.0,15.7
Elena Rybakina,2024 Doha QF,W vsFernandez,3.6,3.7,3.5,56.6%,59.4%,42.9%,80.0%,50.3%,11.6%,15.0,16.3,7.5,9.0
Elena Rybakina,2024 Doha R16,W vsNavarro,4.1,3.5,4.6,57.3%,57.4%,40.0%,50.0%,51.8%,5.5%,11.5,7.0,9.5,6.2
Elena Rybakina,2024 Doha R32,W vsZhu,3.2,2.5,3.9,64.2%,65.4%,60.0%,-,50.0%,8.2%,11.0,18.3,0.5,0.9
Elena Rybakina,2024 Abu Dhabi F,W vsKasatkina,4.9,4.8,5.0,69.4%,45.8%,61.5%,53.3%,60.0%,8.5%,13.0,11.2,4.0,5.3
Elena Rybakina,2024 Abu Dhabi SF,W vsSamsonova,2.9,2.9,2.9,54.7%,59.5%,62.5%,33.3%,51.2%,4.8%,-1.5,-1.9,5.0,6.5
Elena Rybakina,2024 Australian Open R64,L vsBlinkova,4.0,4.2,3.8,50.4%,58.9%,50.0%,38.1%,57.8%,7.2%,10.5,4.8,9.5,6.2
Elena Rybakina,2024 Adelaide QF,L vsAlexandrova,3.5,3.5,3.5,45.1%,43.8%,38.5%,85.7%,41.0%,4.9%,-3.0,-4.5,11.0,11.3
Elena Rybakina,2024 Brisbane F,W vsSabalenka,3.4,3.4,3.3,60.7%,60.0%,55.6%,100.0%,44.1%,4.2%,9.0,17.3,3.0,4.4
Elena Rybakina,2024 Brisbane SF,W vsNoskova,3.1,2.8,3.5,58.6%,60.0%,50.0%,66.7%,56.0%,7.3%,14.0,20.6,1.0,2.0
Elena Rybakina,2023 Cancun Finals RR,L vsSabalenka,3.0,3.2,2.8,51.5%,52.9%,29.4%,16.7%,60.4%,12.4%,-2.5,-1.9,6.5,8.4
Elena Rybakina,2023 Cancun Finals RR,W vsSakkari,3.6,3.6,3.6,52.5%,52.0%,73.7%,63.6%,41.8%,3.6%,15.5,13.2,13.5,8.4
Elena Rybakina,2023 Beijing SF,L vsSamsonova,2.6,2.5,2.6,48.2%,46.9%,33.3%,-,57.6%,0.0%,1.0,1.6,0.0,0.0
Elena Rybakina,2023 Beijing QF,W vsSabalenka,3.0,2.9,3.0,60.0%,40.7%,40.0%,75.0%,60.0%,5.0%,2.5,3.0,-1.5,-2.7
Elena Rybakina,2023 Beijing R64,W vsZheng,2.9,2.9,2.9,69.5%,50.0%,57.1%,100.0%,51.2%,4.9%,13.0,33.3,2.0,5.3
Elena Rybakina,2023 US Open R32,L vsCirstea,4.5,4.4,4.6,48.2%,40.7%,48.5%,47.6%,51.0%,3.9%,9.5,4.7,8.5,4.3
Elena Rybakina,2023 Cincinnati R32,W vsOstapenko,2.7,2.7,2.6,58.5%,50.0%,14.3%,33.3%,39.8%,4.5%,11.0,15.5,16.0,15.0
Elena Rybakina,2023 Montreal SF,L vsSamsonova,2.2,2.2,2.1,47.5%,42.9%,25.0%,0.0%,51.4%,9.6%,-3.5,-7.0,0.0,0.0
Elena Rybakina,2023 Montreal QF,W vsKasatkina,5.4,5.0,5.8,46.6%,52.9%,51.4%,49.0%,48.5%,4.2%,-4.0,-1.2,7.0,2.1
Elena Rybakina,2023 Montreal R16,W vsStephens,3.8,3.8,3.8,56.1%,62.5%,50.0%,71.4%,58.1%,1.5%,10.5,12.4,9.0,14.1
Elena Rybakina,2023 Berlin R16,L vsVekic,2.6,2.3,2.8,48.0%,50.0%,35.7%,50.0%,51.6%,9.0%,-7.0,-8.1,-5.5,-7.1
Elena Rybakina,2023 Roland Garros R64,W vsNoskova,3.1,3.0,3.2,54.6%,56.0%,50.0%,75.0%,54.8%,9.2%,13.0,16.3,7.0,10.3
Elena Rybakina,2023 Roland Garros R128,W vsFruhvirtova,3.9,3.9,3.8,66.7%,35.7%,53.8%,60.0%,62.5%,1.4%,1.5,1.4,2.0,2.9
Elena Rybakina,2023 Rome F,W vsKalinina,3.9,3.4,4.3,59.2%,68.4%,40.0%,25.0%,46.3%,5.6%,12.5,21.2,6.5,9.8
Elena Rybakina,2023 Rome SF,W vsOstapenko,2.9,3.1,2.6,60.7%,48.6%,60.0%,0.0%,46.6%,7.0%,5.0,8.6,5.0,7.7
Elena Rybakina,2023 Rome QF,W vsSwiatek,3.5,3.4,3.7,47.1%,51.2%,50.0%,37.5%,42.9%,3.0%,4.5,4.8,-7.5,-6.0
Elena Rybakina,2023 Miami F,L vsKvitova,3.4,3.0,3.8,48.4%,33.3%,46.2%,28.6%,44.9%,7.2%,1.0,1.3,3.0,3.4
Elena Rybakina,2023 Miami QF,W vsTrevisan,3.5,3.0,4.1,56.5%,54.5%,90.0%,66.7%,50.7%,2.9%,14.5,21.0,10.5,15.9
Elena Rybakina,2023 Miami R16,W vsMertens,3.1,3.1,3.2,57.3%,51.4%,64.3%,0.0%,44.2%,1.0%,11.0,15.5,3.5,3.8
Elena Rybakina,2023 Miami R64,W vsKalinskaya,3.9,3.4,4.4,55.2%,37.5%,69.6%,64.3%,55.4%,8.3%,12.0,7.7,9.5,7.9
Elena Rybakina,2023 Indian Wells F,W vsSabalenka,3.0,3.4,2.6,52.6%,41.4%,77.8%,44.4%,54.5%,8.7%,12.5,12.8,0.0,0.0
Elena Rybakina,2023 Indian Wells SF,W vsSwiatek,3.5,3.1,4.1,66.7%,60.7%,45.5%,66.7%,52.5%,7.5%,13.0,18.8,8.5,13.9
Elena Rybakina,2023 Indian Wells R16,W vsGracheva,3.4,3.2,3.5,60.5%,63.9%,22.2%,40.0%,46.0%,4.2%,1.5,2.0,9.0,9.9
Elena Rybakina,2023 Indian Wells R32,W vsBadosa,3.3,3.3,3.3,56.7%,48.5%,63.6%,40.0%,54.7%,2.6%,15.0,16.7,6.0,8.0
Elena Rybakina,2023 Indian Wells R64,W vsKenin,3.4,3.1,3.8,53.7%,50.0%,45.5%,63.6%,50.0%,7.3%,8.0,7.8,12.5,12.5
Elena Rybakina,2023 Dubai R32,W vsBouzkova,3.8,3.3,4.3,58.4%,44.1%,64.3%,42.9%,53.4%,4.1%,4.5,4.1,17.0,18.3
Elena Rybakina,2023 Dubai R64,W vsAndreescu,3.8,3.2,4.4,53.4%,61.5%,62.5%,55.6%,50.3%,4.5%,5.5,6.3,10.5,12.4
Elena Rybakina,2023 Abu Dhabi R16,W vsPliskova,3.6,4.0,3.2,49.3%,65.2%,80.0%,75.0%,52.3%,6.8%,16.0,21.3,10.5,15.4
Elena Rybakina,2023 Australian Open F,L vsSabalenka,3.3,3.7,2.9,49.7%,47.8%,41.7%,41.7%,56.2%,7.7%,10.5,7.5,4.0,3.9
Elena Rybakina,2023 Australian Open SF,W vsAzarenka,3.5,3.4,3.6,61.4%,45.9%,25.0%,71.4%,52.3%,6.5%,12.0,12.1,8.5,9.8
Elena Rybakina,2023 Australian Open QF,W vsOstapenko,2.8,2.7,3.0,58.5%,51.6%,50.0%,-,50.8%,3.4%,3.5,6.1,5.5,9.6
Elena Rybakina,2023 Australian Open R16,W vsSwiatek,3.4,3.3,3.5,60.6%,44.1%,28.6%,66.7%,47.5%,4.8%,0.5,0.7,2.0,2.6
Elena Rybakina,2023 Australian Open R32,W vsCollins,3.3,3.2,3.4,56.5%,50.0%,69.2%,50.0%,60.1%,3.2%,9.0,6.7,5.0,5.7
Elena Rybakina,2023 Australian Open R64,W vsJuvan,4.6,3.0,6.1,68.0%,52.9%,54.5%,70.0%,58.9%,2.8%,13.5,13.2,3.5,5.1
Elena Rybakina,2023 Australian Open R128,W vsCocciaretto,3.7,3.7,3.8,68.3%,51.4%,12.5%,28.6%,50.8%,2.2%,1.0,1.1,9.5,10.9
Elena Rybakina,2022 BJK Cup RR,W vsDart,3.4,3.3,3.4,57.4%,53.8%,72.7%,60.0%,53.6%,10.8%,14.5,20.4,10.0,17.2
Elena Rybakina,2022 Guadalajara 2 R64,W vsPliskova,2.6,2.7,2.6,53.8%,52.6%,75.0%,0.0%,50.0%,6.5%,0.5,0.9,2.5,4.3
Elena Rybakina,2022 Tokyo R32,L vsSamsonova,3.3,3.5,3.0,38.8%,48.1%,64.3%,25.0%,59.0%,3.4%,5.5,6.7,3.5,6.3
Elena Rybakina,2022 Portoroz F,L vsSiniakova,4.4,4.0,4.9,51.3%,50.0%,48.6%,40.9%,52.6%,6.1%,12.0,5.3,12.0,6.2
Elena Rybakina,2022 Portoroz SF,W vsBogdan,3.9,3.8,3.9,58.6%,59.5%,66.7%,55.6%,44.5%,6.6%,14.0,17.7,14.5,14.6
